Fecha y Hora de la Venta,ID de la Transacción,Nombre del Producto,Cantidad,Precio de Venta por Unidad (MXN),Precio Total de la Venta (MXN)
2024-02-07 10:08:00,2147,Gordita,7,42.5,297.5
2024-02-07 10:14:00,2148,Empanada,2,51.0,102.0
2024-02-07 10:39:00,2149,Gordita,10,42.5,425.0
2024-02-07 10:42:00,2150,Gordita,10,42.5,425.0
2024-02-07 10:53:00,2151,Turrón,7,34.0,238.0
2024-02-07 10:54:00,2152,Pozol,9,34.0,306.0
2024-02-07 11:27:00,2153,Pozol,6,34.0,204.0
2024-02-07 12:11:00,2154,Pozol,9,34.0,306.0
2024-02-07 12:17:00,2155,Gordita,1,42.5,42.5
2024-02-07 12:18:00,2156,Taco,9,34.0,306.0
2024-02-07 12:18:00,2157,Nuegado,2,25.5,51.0
2024-02-07 12:22:00,2158,Turrón,4,34.0,136.0
2024-02-07 12:36:00,2159,Coca-Cola,10,25.5,255.0
2024-02-07 12:39:00,2160,Nuegado,3,25.5,76.5
2024-02-07 12:59:00,2161,Gordita,10,42.5,425.0
2024-02-07 13:32:00,2162,Gordita,10,42.5,425.0
2024-02-07 14:21:00,2163,Taco,7,34.0,238.0
2024-02-07 14:32:00,2164,Nuegado,1,25.5,25.5
2024-02-07 14:38:00,2165,Nuegado,7,25.5,178.5
2024-02-07 14:45:00,2166,Turrón,4,34.0,136.0
2024-02-07 14:46:00,2167,Empanada,10,51.0,510.0
2024-02-07 14:58:00,2168,Turrón,3,34.0,102.0
2024-02-07 15:10:00,2169,Pozol,3,34.0,102.0
2024-02-07 15:29:00,2170,Empanada,8,51.0,408.0
2024-02-07 15:35:00,2171,Nuegado,5,25.5,127.5
2024-02-07 15:41:00,2172,Gordita,7,42.5,297.5
2024-02-07 15:53:00,2173,Pozol,5,34.0,170.0
2024-02-07 15:56:00,2174,Taco,10,34.0,340.0
2024-02-07 16:11:00,2175,Turrón,1,34.0,34.0
2024-02-07 16:12:00,2176,Coca-Cola,1,25.5,25.5
2024-02-07 16:17:00,2177,Pozol,1,34.0,34.0
2024-02-07 16:30:00,2178,Gordita,4,42.5,170.0
2024-02-07 16:51:00,2179,Turrón,7,34.0,238.0
2024-02-07 16:53:00,2180,Gordita,7,42.5,297.5
2024-02-07 16:55:00,2181,Coca-Cola,9,25.5,229.5
2024-02-08 07:03:00,2182,Turrón,5,34.0,170.0
2024-02-08 07:13:00,2183,Taco,2,34.0,68.0
2024-02-08 07:24:00,2184,Gordita,5,42.5,212.5
2024-02-08 07:37:00,2185,Gordita,2,42.5,85.0
2024-02-08 07:44:00,2186,Taco,6,34.0,204.0
2024-02-08 07:48:00,2187,Empanada,2,51.0,102.0
2024-02-08 07:51:00,2188,Pozol,10,34.0,340.0
2024-02-08 07:54:00,2189,Nuegado,3,25.5,76.5
2024-02-08 08:07:00,2190,Pozol,10,34.0,340.0
2024-02-08 08:09:00,2191,Taco,8,34.0,272.0
2024-02-08 08:13:00,2192,Turrón,5,34.0,170.0
2024-02-08 08:16:00,2193,Turrón,4,34.0,136.0
2024-02-08 08:33:00,2194,Coca-Cola,7,25.5,178.5
2024-02-08 09:06:00,2195,Turrón,7,34.0,238.0
2024-02-08 09:14:00,2196,Coca-Cola,10,25.5,255.0
2024-02-08 09:19:00,2197,Pozol,7,34.0,238.0
2024-02-08 09:19:00,2198,Pozol,7,34.0,238.0
2024-02-08 09:30:00,2199,Pozol,8,34.0,272.0
2024-02-08 09:35:00,2200,Turrón,1,34.0,34.0
2024-02-08 09:35:00,2201,Taco,2,34.0,68.0
2024-02-08 09:39:00,2202,Nuegado,9,25.5,229.5
2024-02-08 09:41:00,2203,Nuegado,1,25.5,25.5
2024-02-08 09:48:00,2204,Pozol,2,34.0,68.0
2024-02-08 10:21:00,2205,Pozol,4,34.0,136.0
2024-02-08 10:24:00,2206,Taco,6,34.0,204.0
2024-02-08 10:26:00,2207,Turrón,3,34.0,102.0
2024-02-08 10:27:00,2208,Empanada,4,51.0,204.0
2024-02-08 10:29:00,2209,Nuegado,3,25.5,76.5
2024-02-08 10:32:00,2210,Nuegado,2,25.5,51.0
2024-02-08 11:20:00,2211,Taco,7,34.0,238.0
2024-02-08 11:25:00,2212,Gordita,9,42.5,382.5
2024-02-08 11:39:00,2213,Empanada,9,51.0,459.0
2024-02-08 12:13:00,2214,Gordita,2,42.5,85.0
2024-02-08 12:21:00,2215,Pozol,1,34.0,34.0
2024-02-08 12:41:00,2216,Pozol,3,34.0,102.0
2024-02-08 12:51:00,2217,Nuegado,1,25.5,25.5
2024-02-08 13:16:00,2218,Pozol,7,34.0,238.0
2024-02-08 13:19:00,2219,Empanada,4,51.0,204.0
2024-02-08 13:39:00,2220,Coca-Cola,1,25.5,25.5
2024-02-08 13:41:00,2221,Empanada,5,51.0,255.0
2024-02-08 13:47:00,2222,Gordita,1,42.5,42.5
2024-02-08 13:54:00,2223,Gordita,7,42.5,297.5
2024-02-08 13:55:00,2224,Pozol,6,34.0,204.0
2024-02-08 14:06:00,2225,Gordita,1,42.5,42.5
2024-02-08 14:18:00,2226,Coca-Cola,2,25.5,51.0
2024-02-08 14:22:00,2227,Pozol,5,34.0,170.0
2024-02-08 14:22:00,2228,Taco,10,34.0,340.0
2024-02-08 14:32:00,2229,Turrón,6,34.0,204.0
2024-02-08 14:47:00,2230,Empanada,5,51.0,255.0
2024-02-08 14:53:00,2231,Pozol,9,34.0,306.0
2024-02-08 14:54:00,2232,Nuegado,4,25.5,102.0
2024-02-08 14:56:00,2233,Taco,9,34.0,306.0
2024-02-08 14:59:00,2234,Coca-Cola,9,25.5,229.5
2024-02-08 15:12:00,2235,Pozol,1,34.0,34.0
2024-02-08 15:19:00,2236,Pozol,6,34.0,204.0
2024-02-08 15:19:00,2237,Taco,2,34.0,68.0
2024-02-08 15:23:00,2238,Nuegado,9,25.5,229.5
2024-02-08 15:26:00,2239,Empanada,7,51.0,357.0
2024-02-08 15:58:00,2240,Turrón,1,34.0,34.0
2024-02-08 16:00:00,2241,Taco,2,34.0,68.0
2024-02-08 16:02:00,2242,Coca-Cola,8,25.5,204.0
2024-02-08 16:06:00,2243,Gordita,10,42.5,425.0
2024-02-08 16:26:00,2244,Turrón,6,34.0,204.0
2024-02-08 16:28:00,2245,Coca-Cola,4,25.5,102.0
2024-02-08 16:30:00,2246,Taco,10,34.0,340.0
2024-02-08 16:49:00,2247,Gordita,8,42.5,340.0
2024-02-09 07:08:00,2248,Nuegado,10,25.5,255.0
2024-02-09 07:14:00,2249,Coca-Cola,10,25.5,255.0
2024-02-09 07:21:00,2250,Gordita,6,42.5,255.0
2024-02-09 07:22:00,2251,Taco,10,34.0,340.0
2024-02-09 07:26:00,2252,Coca-Cola,7,25.5,178.5
2024-02-09 07:28:00,2253,Taco,2,34.0,68.0
2024-02-09 07:29:00,2254,Coca-Cola,6,25.5,153.0
2024-02-09 07:37:00,2255,Turrón,2,34.0,68.0
2024-02-09 07:38:00,2256,Turrón,6,34.0,204.0
2024-02-09 07:45:00,2257,Nuegado,8,25.5,204.0
2024-02-09 07:47:00,2258,Gordita,9,42.5,382.5
2024-02-09 07:48:00,2259,Pozol,9,34.0,306.0
2024-02-09 07:49:00,2260,Empanada,4,51.0,204.0
2024-02-09 08:05:00,2261,Empanada,10,51.0,510.0
2024-02-09 08:08:00,2262,Gordita,1,42.5,42.5
2024-02-09 08:09:00,2263,Empanada,5,51.0,255.0
2024-02-09 08:14:00,2264,Nuegado,7,25.5,178.5
2024-02-09 08:15:00,2265,Empanada,8,51.0,408.0
2024-02-09 08:16:00,2266,Pozol,1,34.0,34.0
2024-02-09 08:19:00,2267,Gordita,3,42.5,127.5
2024-02-09 08:29:00,2268,Empanada,10,51.0,510.0
2024-02-09 08:34:00,2269,Turrón,2,34.0,68.0
2024-02-09 08:36:00,2270,Gordita,1,42.5,42.5
2024-02-09 08:59:00,2271,Empanada,8,51.0,408.0
2024-02-09 08:59:00,2272,Pozol,9,34.0,306.0
2024-02-09 09:07:00,2273,Empanada,3,51.0,153.0
2024-02-09 09:27:00,2274,Pozol,9,34.0,306.0
2024-02-09 09:28:00,2275,Nuegado,10,25.5,255.0
2024-02-09 09:32:00,2276,Empanada,8,51.0,408.0
2024-02-09 09:39:00,2277,Coca-Cola,10,25.5,255.0
2024-02-09 09:45:00,2278,Taco,10,34.0,340.0
2024-02-09 09:51:00,2279,Gordita,3,42.5,127.5
2024-02-09 10:01:00,2280,Empanada,6,51.0,306.0
2024-02-09 10:16:00,2281,Nuegado,7,25.5,178.5
2024-02-09 10:18:00,2282,Empanada,7,51.0,357.0
2024-02-09 10:38:00,2283,Pozol,5,34.0,170.0
2024-02-09 10:47:00,2284,Turrón,6,34.0,204.0
2024-02-09 10:50:00,2285,Nuegado,10,25.5,255.0
2024-02-09 10:51:00,2286,Nuegado,8,25.5,204.0
2024-02-09 10:52:00,2287,Taco,9,34.0,306.0
2024-02-09 11:02:00,2288,Gordita,2,42.5,85.0
2024-02-09 11:02:00,2289,Nuegado,10,25.5,255.0
2024-02-09 11:07:00,2290,Taco,8,34.0,272.0
2024-02-09 11:12:00,2291,Nuegado,7,25.5,178.5
2024-02-09 11:24:00,2292,Gordita,7,42.5,297.5
2024-02-09 11:34:00,2293,Gordita,1,42.5,42.5
2024-02-09 11:47:00,2294,Empanada,9,51.0,459.0
2024-02-09 12:03:00,2295,Turrón,1,34.0,34.0
2024-02-09 12:04:00,2296,Pozol,4,34.0,136.0
2024-02-09 12:06:00,2297,Gordita,2,42.5,85.0
2024-02-09 12:06:00,2298,Empanada,9,51.0,459.0
2024-02-09 12:10:00,2299,Empanada,5,51.0,255.0
2024-02-09 12:11:00,2300,Coca-Cola,6,25.5,153.0
2024-02-09 12:13:00,2301,Gordita,3,42.5,127.5
2024-02-09 12:17:00,2302,Gordita,10,42.5,425.0
2024-02-09 12:22:00,2303,Pozol,10,34.0,340.0
2024-02-09 12:48:00,2304,Nuegado,5,25.5,127.5
2024-02-09 13:03:00,2305,Gordita,9,42.5,382.5
2024-02-09 13:29:00,2306,Nuegado,4,25.5,102.0
2024-02-09 13:31:00,2307,Empanada,5,51.0,255.0
2024-02-09 13:36:00,2308,Nuegado,10,25.5,255.0
2024-02-09 13:39:00,2309,Gordita,1,42.5,42.5
2024-02-09 13:45:00,2310,Nuegado,5,25.5,127.5
2024-02-09 13:45:00,2311,Turrón,7,34.0,238.0
2024-02-09 14:03:00,2312,Gordita,5,42.5,212.5
2024-02-09 14:07:00,2313,Nuegado,4,25.5,102.0
2024-02-09 14:08:00,2314,Empanada,10,51.0,510.0
2024-02-09 14:14:00,2315,Coca-Cola,5,25.5,127.5
2024-02-09 14:20:00,2316,Empanada,3,51.0,153.0
2024-02-09 14:29:00,2317,Pozol,1,34.0,34.0
2024-02-09 14:43:00,2318,Nuegado,6,25.5,153.0
2024-02-09 14:45:00,2319,Taco,4,34.0,136.0
2024-02-09 14:56:00,2320,Nuegado,9,25.5,229.5
2024-02-09 15:00:00,2321,Turrón,5,34.0,170.0
2024-02-09 15:03:00,2322,Empanada,2,51.0,102.0
2024-02-09 15:10:00,2323,Gordita,1,42.5,42.5
2024-02-09 15:43:00,2324,Taco,10,34.0,340.0
2024-02-09 15:44:00,2325,Coca-Cola,6,25.5,153.0
2024-02-09 15:56:00,2326,Nuegado,8,25.5,204.0
2024-02-09 15:59:00,2327,Coca-Cola,10,25.5,255.0
2024-02-09 16:00:00,2328,Pozol,2,34.0,68.0
2024-02-09 16:06:00,2329,Gordita,9,42.5,382.5
2024-02-09 16:08:00,2330,Nuegado,7,25.5,178.5
2024-02-09 16:09:00,2331,Coca-Cola,1,25.5,25.5
2024-02-09 16:11:00,2332,Pozol,8,34.0,272.0
2024-02-09 16:13:00,2333,Empanada,5,51.0,255.0
2024-02-09 16:16:00,2334,Gordita,7,42.5,297.5
2024-02-09 16:23:00,2335,Nuegado,3,25.5,76.5
2024-02-09 16:42:00,2336,Empanada,2,51.0,102.0
2024-02-10 07:25:00,2337,Coca-Cola,7,25.5,178.5
2024-02-10 07:36:00,2338,Gordita,1,42.5,42.5
2024-02-10 07:38:00,2339,Turrón,9,34.0,306.0
2024-02-10 07:57:00,2340,Turrón,9,34.0,306.0
2024-02-10 07:59:00,2341,Coca-Cola,3,25.5,76.5
2024-02-10 08:04:00,2342,Pozol,8,34.0,272.0
2024-02-10 08:06:00,2343,Pozol,4,34.0,136.0
2024-02-10 08:07:00,2344,Pozol,10,34.0,340.0
2024-02-10 08:13:00,2345,Pozol,9,34.0,306.0
2024-02-10 08:16:00,2346,Pozol,7,34.0,238.0
2024-02-10 08:27:00,2347,Empanada,5,51.0,255.0
2024-02-10 08:35:00,2348,Turrón,2,34.0,68.0
2024-02-10 08:47:00,2349,Turrón,8,34.0,272.0
2024-02-10 08:48:00,2350,Nuegado,2,25.5,51.0
2024-02-10 08:51:00,2351,Taco,8,34.0,272.0
2024-02-10 09:05:00,2352,Empanada,7,51.0,357.0
2024-02-10 09:09:00,2353,Empanada,1,51.0,51.0
2024-02-10 09:25:00,2354,Gordita,5,42.5,212.5
2024-02-10 09:26:00,2355,Pozol,3,34.0,102.0
2024-02-10 09:27:00,2356,Coca-Cola,10,25.5,255.0
2024-02-10 09:29:00,2357,Gordita,9,42.5,382.5
2024-02-10 10:00:00,2358,Nuegado,3,25.5,76.5
2024-02-10 10:16:00,2359,Taco,8,34.0,272.0
2024-02-10 10:28:00,2360,Gordita,3,42.5,127.5
2024-02-10 10:44:00,2361,Nuegado,1,25.5,25.5
2024-02-10 10:46:00,2362,Taco,6,34.0,204.0
2024-02-10 10:53:00,2363,Gordita,8,42.5,340.0
2024-02-10 11:01:00,2364,Turrón,7,34.0,238.0
2024-02-10 11:07:00,2365,Coca-Cola,10,25.5,255.0
2024-02-10 11:13:00,2366,Empanada,9,51.0,459.0
2024-02-10 11:14:00,2367,Coca-Cola,2,25.5,51.0
2024-02-10 11:24:00,2368,Nuegado,2,25.5,51.0
2024-02-10 11:46:00,2369,Pozol,1,34.0,34.0
2024-02-10 11:50:00,2370,Empanada,3,51.0,153.0
2024-02-10 11:56:00,2371,Taco,5,34.0,170.0
2024-02-10 12:43:00,2372,Coca-Cola,8,25.5,204.0
2024-02-10 13:07:00,2373,Gordita,3,42.5,127.5
2024-02-10 13:30:00,2374,Taco,3,34.0,102.0
2024-02-10 13:31:00,2375,Taco,10,34.0,340.0
2024-02-10 13:37:00,2376,Pozol,6,34.0,204.0
2024-02-10 13:42:00,2377,Coca-Cola,4,25.5,102.0
2024-02-10 13:54:00,2378,Pozol,1,34.0,34.0
2024-02-10 14:03:00,2379,Coca-Cola,6,25.5,153.0
2024-02-10 14:10:00,2380,Gordita,1,42.5,42.5
2024-02-10 14:21:00,2381,Taco,1,34.0,34.0
2024-02-10 14:29:00,2382,Nuegado,1,25.5,25.5
2024-02-10 14:38:00,2383,Empanada,1,51.0,51.0
2024-02-10 14:48:00,2384,Gordita,10,42.5,425.0
2024-02-10 14:53:00,2385,Nuegado,9,25.5,229.5
2024-02-10 14:54:00,2386,Pozol,4,34.0,136.0
2024-02-10 15:24:00,2387,Taco,8,34.0,272.0
2024-02-10 15:26:00,2388,Turrón,7,34.0,238.0
2024-02-10 15:34:00,2389,Nuegado,10,25.5,255.0
2024-02-10 15:37:00,2390,Nuegado,8,25.5,204.0
2024-02-10 15:54:00,2391,Nuegado,2,25.5,51.0
2024-02-10 16:05:00,2392,Taco,6,34.0,204.0
2024-02-10 16:17:00,2393,Gordita,9,42.5,382.5
2024-02-10 16:45:00,2394,Nuegado,7,25.5,178.5
2024-02-10 16:46:00,2395,Turrón,5,34.0,170.0
2024-02-11 07:04:00,2396,Taco,9,34.0,306.0
2024-02-11 07:14:00,2397,Taco,9,34.0,306.0
2024-02-11 07:39:00,2398,Turrón,1,34.0,34.0
2024-02-11 07:53:00,2399,Turrón,10,34.0,340.0
2024-02-11 07:53:00,2400,Gordita,2,42.5,85.0
2024-02-11 07:57:00,2401,Empanada,10,51.0,510.0
2024-02-11 08:11:00,2402,Nuegado,10,25.5,255.0
2024-02-11 08:32:00,2403,Turrón,8,34.0,272.0
2024-02-11 08:35:00,2404,Empanada,2,51.0,102.0
2024-02-11 08:47:00,2405,Gordita,2,42.5,85.0
2024-02-11 08:49:00,2406,Taco,4,34.0,136.0
2024-02-11 09:07:00,2407,Coca-Cola,5,25.5,127.5
2024-02-11 09:37:00,2408,Gordita,8,42.5,340.0
2024-02-11 10:04:00,2409,Taco,8,34.0,272.0
2024-02-11 10:09:00,2410,Turrón,8,34.0,272.0
2024-02-11 10:15:00,2411,Taco,10,34.0,340.0
2024-02-11 10:17:00,2412,Taco,5,34.0,170.0
2024-02-11 10:20:00,2413,Pozol,10,34.0,340.0
2024-02-11 10:21:00,2414,Nuegado,7,25.5,178.5
2024-02-11 10:28:00,2415,Empanada,5,51.0,255.0
2024-02-11 10:29:00,2416,Empanada,4,51.0,204.0
2024-02-11 10:56:00,2417,Gordita,2,42.5,85.0
2024-02-11 11:01:00,2418,Coca-Cola,1,25.5,25.5
2024-02-11 11:05:00,2419,Nuegado,9,25.5,229.5
2024-02-11 11:05:00,2420,Pozol,9,34.0,306.0
2024-02-11 11:08:00,2421,Empanada,6,51.0,306.0
2024-02-11 11:31:00,2422,Coca-Cola,6,25.5,153.0
2024-02-11 11:36:00,2423,Pozol,4,34.0,136.0
2024-02-11 11:39:00,2424,Empanada,9,51.0,459.0
2024-02-11 11:40:00,2425,Empanada,1,51.0,51.0
2024-02-11 11:42:00,2426,Taco,3,34.0,102.0
2024-02-11 11:43:00,2427,Pozol,10,34.0,340.0
2024-02-11 11:52:00,2428,Gordita,3,42.5,127.5
2024-02-11 11:53:00,2429,Gordita,2,42.5,85.0
2024-02-11 11:59:00,2430,Nuegado,2,25.5,51.0
2024-02-11 12:05:00,2431,Pozol,5,34.0,170.0
2024-02-11 12:06:00,2432,Taco,8,34.0,272.0
2024-02-11 12:22:00,2433,Taco,5,34.0,170.0
2024-02-11 12:24:00,2434,Gordita,6,42.5,255.0
2024-02-11 12:47:00,2435,Pozol,6,34.0,204.0
2024-02-11 12:53:00,2436,Pozol,6,34.0,204.0
2024-02-11 12:57:00,2437,Turrón,4,34.0,136.0
2024-02-11 12:59:00,2438,Nuegado,2,25.5,51.0
2024-02-11 13:27:00,2439,Gordita,5,42.5,212.5
2024-02-11 13:27:00,2440,Gordita,10,42.5,425.0
2024-02-11 13:38:00,2441,Turrón,7,34.0,238.0
2024-02-11 13:40:00,2442,Empanada,6,51.0,306.0
2024-02-11 13:53:00,2443,Taco,6,34.0,204.0
2024-02-11 14:01:00,2444,Gordita,7,42.5,297.5
2024-02-11 14:29:00,2445,Gordita,2,42.5,85.0
2024-02-11 14:37:00,2446,Turrón,7,34.0,238.0
2024-02-11 14:54:00,2447,Coca-Cola,10,25.5,255.0
2024-02-11 14:55:00,2448,Gordita,3,42.5,127.5
2024-02-11 14:56:00,2449,Nuegado,4,25.5,102.0
2024-02-11 14:56:00,2450,Empanada,9,51.0,459.0
2024-02-11 14:58:00,2451,Coca-Cola,1,25.5,25.5
2024-02-11 15:00:00,2452,Taco,3,34.0,102.0
2024-02-11 15:01:00,2453,Empanada,4,51.0,204.0
2024-02-11 15:21:00,2454,Turrón,2,34.0,68.0
2024-02-11 15:27:00,2455,Gordita,3,42.5,127.5
2024-02-11 15:44:00,2456,Turrón,6,34.0,204.0
2024-02-11 15:51:00,2457,Taco,6,34.0,204.0
2024-02-11 15:54:00,2458,Taco,3,34.0,102.0
2024-02-11 16:00:00,2459,Pozol,10,34.0,340.0
2024-02-11 16:44:00,2460,Taco,3,34.0,102.0
2024-02-11 16:45:00,2461,Gordita,3,42.5,127.5
2024-02-11 16:59:00,2462,Nuegado,10,25.5,255.0
2024-02-12 07:28:00,2463,Gordita,9,42.5,382.5
2024-02-12 09:31:00,2464,Nuegado,4,25.5,102.0
2024-02-12 09:34:00,2465,Turrón,9,34.0,306.0
2024-02-12 09:34:00,2466,Nuegado,5,25.5,127.5
2024-02-12 09:43:00,2467,Pozol,2,34.0,68.0
2024-02-12 09:53:00,2468,Empanada,3,51.0,153.0
2024-02-12 09:59:00,2469,Taco,10,34.0,340.0
2024-02-12 10:15:00,2470,Taco,9,34.0,306.0
2024-02-12 10:22:00,2471,Taco,9,34.0,306.0
2024-02-12 12:29:00,2472,Gordita,1,42.5,42.5
2024-02-12 13:23:00,2473,Turrón,9,34.0,306.0
2024-02-12 13:25:00,2474,Nuegado,10,25.5,255.0
2024-02-12 13:25:00,2475,Turrón,7,34.0,238.0
2024-02-12 14:11:00,2476,Empanada,2,51.0,102.0
2024-02-12 14:46:00,2477,Taco,7,34.0,238.0
2024-02-12 15:37:00,2478,Gordita,7,42.5,297.5
2024-02-13 07:04:00,2479,Nuegado,6,25.5,153.0
2024-02-13 07:07:00,2480,Turrón,1,34.0,34.0
2024-02-13 07:08:00,2481,Empanada,8,51.0,408.0
2024-02-13 07:23:00,2482,Turrón,3,34.0,102.0
2024-02-13 07:24:00,2483,Turrón,9,34.0,306.0
2024-02-13 07:26:00,2484,Nuegado,3,25.5,76.5
2024-02-13 07:41:00,2485,Taco,8,34.0,272.0
2024-02-13 08:05:00,2486,Turrón,9,34.0,306.0
2024-02-13 08:09:00,2487,Turrón,4,34.0,136.0
2024-02-13 08:16:00,2488,Taco,4,34.0,136.0
2024-02-13 08:31:00,2489,Nuegado,6,25.5,153.0
2024-02-13 08:56:00,2490,Gordita,8,42.5,340.0
2024-02-13 09:16:00,2491,Turrón,3,34.0,102.0
2024-02-13 09:25:00,2492,Taco,5,34.0,170.0
2024-02-13 09:31:00,2493,Empanada,3,51.0,153.0
2024-02-13 10:02:00,2494,Coca-Cola,7,25.5,178.5
2024-02-13 10:06:00,2495,Coca-Cola,10,25.5,255.0
2024-02-13 10:19:00,2496,Coca-Cola,2,25.5,51.0
2024-02-13 10:23:00,2497,Coca-Cola,3,25.5,76.5
2024-02-13 10:23:00,2498,Pozol,4,34.0,136.0
2024-02-13 10:26:00,2499,Turrón,5,34.0,170.0
2024-02-13 10:42:00,2500,Nuegado,5,25.5,127.5
2024-02-13 10:48:00,2501,Taco,8,34.0,272.0
2024-02-13 11:04:00,2502,Nuegado,1,25.5,25.5
2024-02-13 11:16:00,2503,Nuegado,5,25.5,127.5
2024-02-13 11:34:00,2504,Gordita,3,42.5,127.5
2024-02-13 11:54:00,2505,Nuegado,6,25.5,153.0
2024-02-13 12:02:00,2506,Gordita,2,42.5,85.0
2024-02-13 12:04:00,2507,Taco,2,34.0,68.0
2024-02-13 12:29:00,2508,Coca-Cola,4,25.5,102.0
2024-02-13 12:30:00,2509,Turrón,3,34.0,102.0
2024-02-13 12:31:00,2510,Pozol,2,34.0,68.0
2024-02-13 12:49:00,2511,Pozol,2,34.0,68.0
2024-02-13 12:51:00,2512,Pozol,6,34.0,204.0
2024-02-13 12:52:00,2513,Pozol,10,34.0,340.0
2024-02-13 12:56:00,2514,Empanada,5,51.0,255.0
2024-02-13 13:17:00,2515,Gordita,8,42.5,340.0
2024-02-13 13:19:00,2516,Gordita,4,42.5,170.0
2024-02-13 13:20:00,2517,Turrón,5,34.0,170.0
2024-02-13 13:26:00,2518,Taco,3,34.0,102.0
2024-02-13 13:35:00,2519,Taco,8,34.0,272.0
2024-02-13 13:39:00,2520,Pozol,3,34.0,102.0
2024-02-13 13:43:00,2521,Pozol,9,34.0,306.0
2024-02-13 13:43:00,2522,Pozol,10,34.0,340.0
2024-02-13 13:52:00,2523,Nuegado,5,25.5,127.5
2024-02-13 13:57:00,2524,Empanada,9,51.0,459.0
2024-02-13 14:00:00,2525,Coca-Cola,4,25.5,102.0
2024-02-13 14:09:00,2526,Coca-Cola,7,25.5,178.5
2024-02-13 14:36:00,2527,Coca-Cola,10,25.5,255.0
2024-02-13 14:48:00,2528,Taco,10,34.0,340.0
2024-02-13 14:52:00,2529,Empanada,10,51.0,510.0
2024-02-13 14:52:00,2530,Gordita,6,42.5,255.0
2024-02-13 14:58:00,2531,Taco,8,34.0,272.0
2024-02-13 15:29:00,2532,Coca-Cola,7,25.5,178.5
2024-02-13 15:31:00,2533,Pozol,2,34.0,68.0
2024-02-13 15:45:00,2534,Pozol,1,34.0,34.0
2024-02-13 15:52:00,2535,Turrón,6,34.0,204.0
2024-02-13 16:35:00,2536,Taco,8,34.0,272.0
2024-02-13 16:35:00,2537,Pozol,8,34.0,272.0
2024-02-13 16:37:00,2538,Pozol,5,34.0,170.0
2024-02-13 16:52:00,2539,Taco,9,34.0,306.0
2024-02-13 16:53:00,2540,Turrón,2,34.0,68.0
2024-02-13 16:57:00,2541,Empanada,3,51.0,153.0
2024-02-14 07:08:00,2542,Pozol,7,34.0,238.0
2024-02-14 07:17:00,2543,Gordita,1,42.5,42.5
2024-02-14 07:38:00,2544,Taco,2,34.0,68.0
2024-02-14 07:44:00,2545,Nuegado,2,25.5,51.0
2024-02-14 07:56:00,2546,Gordita,6,42.5,255.0
2024-02-14 08:00:00,2547,Pozol,7,34.0,238.0
2024-02-14 08:26:00,2548,Taco,5,34.0,170.0
2024-02-14 08:51:00,2549,Taco,7,34.0,238.0
2024-02-14 08:52:00,2550,Coca-Cola,10,25.5,255.0
2024-02-14 09:15:00,2551,Taco,7,34.0,238.0
2024-02-14 09:19:00,2552,Pozol,2,34.0,68.0
2024-02-14 09:26:00,2553,Empanada,5,51.0,255.0
2024-02-14 09:43:00,2554,Empanada,2,51.0,102.0
2024-02-14 09:43:00,2555,Empanada,5,51.0,255.0
2024-02-14 09:48:00,2556,Coca-Cola,3,25.5,76.5
2024-02-14 10:10:00,2557,Nuegado,5,25.5,127.5
2024-02-14 10:12:00,2558,Turrón,5,34.0,170.0
2024-02-14 10:14:00,2559,Gordita,4,42.5,170.0
2024-02-14 10:30:00,2560,Coca-Cola,1,25.5,25.5
2024-02-14 11:11:00,2561,Coca-Cola,4,25.5,102.0
2024-02-14 11:15:00,2562,Taco,9,34.0,306.0
2024-02-14 11:18:00,2563,Turrón,5,34.0,170.0
2024-02-14 11:19:00,2564,Turrón,7,34.0,238.0
2024-02-14 11:48:00,2565,Taco,10,34.0,340.0
2024-02-14 11:54:00,2566,Nuegado,1,25.5,25.5
2024-02-14 11:54:00,2567,Empanada,4,51.0,204.0
2024-02-14 12:07:00,2568,Nuegado,9,25.5,229.5
2024-02-14 12:12:00,2569,Empanada,5,51.0,255.0
2024-02-14 12:52:00,2570,Turrón,10,34.0,340.0
2024-02-14 13:16:00,2571,Coca-Cola,4,25.5,102.0
2024-02-14 13:32:00,2572,Coca-Cola,7,25.5,178.5
2024-02-14 13:59:00,2573,Empanada,7,51.0,357.0
2024-02-14 14:37:00,2574,Taco,9,34.0,306.0
2024-02-14 15:02:00,2575,Gordita,3,42.5,127.5
2024-02-14 15:04:00,2576,Empanada,8,51.0,408.0
2024-02-14 15:16:00,2577,Coca-Cola,7,25.5,178.5
2024-02-14 15:28:00,2578,Turrón,2,34.0,68.0
2024-02-14 15:31:00,2579,Empanada,1,51.0,51.0
2024-02-14 15:37:00,2580,Taco,7,34.0,238.0
2024-02-14 15:41:00,2581,Empanada,3,51.0,153.0
2024-02-14 15:51:00,2582,Pozol,7,34.0,238.0
2024-02-14 15:56:00,2583,Empanada,2,51.0,102.0
2024-02-14 16:15:00,2584,Turrón,4,34.0,136.0
2024-02-14 16:24:00,2585,Taco,5,34.0,170.0
2024-02-14 16:29:00,2586,Taco,6,34.0,204.0
2024-02-15 07:01:00,2587,Taco,10,34.0,340.0
2024-02-15 07:07:00,2588,Taco,1,34.0,34.0
2024-02-15 07:08:00,2589,Coca-Cola,1,25.5,25.5
2024-02-15 07:37:00,2590,Gordita,2,42.5,85.0
